Rk,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,PAKE,PASE,Talent,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Year
31,North Carolina St.,118.1,102.2,0.841,3–2,3,5,47.5,48.9,31.7,39.1,13.5,9.6,32.9,29.2,62.3,47.7,48.5,31.5,33.3,6.7,9.7,47.1,52.8,31.3,31.0,61.8,77.566,80.29,1.343,1.3,1.3,79.763,73.3,72.7,1.079,1.14,54.287,2015
32,Oregon,118.4,102.5,0.84,3–2,3,5,54.6,53.7,26.8,36.9,15.0,16.2,20.4,33.9,65.3,53.3,55.7,38.0,33.9,9.6,3.9,38.2,49.2,33.8,40.8,67.0,76.753,79.134,1.384,0.3,0.3,54.645,80.8,68.3,1.09,1.145,54.889,2015
33,Georgetown,114.9,99.5,0.84,2–2,2,4,51.3,54.5,44.9,45.0,17.5,19.1,30.9,28.3,61.5,48.2,51.3,36.9,39.5,7.8,7.9,48.8,51.7,42.4,39.8,61.8,78.19,81.023,1.639,-0.2,-0.536,84.19,76.4,70.9,1.101,1.093,37.601,2015
34,San Diego St.,105.3,91.5,0.834,3–2,3,5,45.3,48.9,34.2,15.9,14.5,15.2,31.8,24.0,57.8,42.5,48.3,34.6,33.3,10.6,12.8,43.7,40.9,30.4,31.8,57.5,78.713,81.002,1.819,0.2,0.3,55.636,65.9,61.9,1.008,0.983,38.349,2015
35,Georgia St.,110.3,96.1,0.83,3–1,3,4,48.5,51.7,33.7,42.0,16.2,27.3,31.1,43.0,58.7,50.3,52.5,29.1,33.8,8.9,7.5,52.2,63.8,27.2,44.2,58.0,76.722,79.328,2.178,0.6,0.836,39.26,72.1,77.6,1.044,1.048,32.76,2015
36,Ohio St.,112.7,98.3,0.828,2–2,2,4,49.5,48.4,38.8,30.4,18.5,15.1,28.8,36.3,65.8,49.7,45.3,32.9,36.0,13.0,11.4,59.8,61.5,32.0,34.8,64.3,77.558,80.223,1.599,0.2,0.379,88.173,72.9,73.3,1.03,1.085,49.976,2015
37,Stephen F. Austin,111.7,97.5,0.827,2–1,2,3,51.5,49.0,42.0,47.7,18.4,20.9,34.8,28.4,67.1,54.2,51.4,31.8,29.2,7.6,16.7,63.0,55.9,40.7,31.4,65.7,75.281,78.256,1.923,-0.4,-0.514,0.2,83.8,76.7,1.114,1.025,30.675,2015
38,Dayton,108.6,94.8,0.827,4–2,4,6,50.2,51.0,43.2,28.9,17.3,23.9,20.2,30.6,63.5,49.5,43.2,34.3,41.8,6.6,9.5,55.0,55.4,34.9,40.0,62.6,75.992,78.25,1.54,0.3,0.393,46.592,72.2,71.6,1.008,0.982,33.132,2015
39,BYU,117.8,102.9,0.826,2–2,2,4,54.5,52.7,43.3,41.4,17.6,12.1,27.5,25.9,72.6,47.7,50.0,45.0,39.7,5.1,9.3,60.2,50.4,34.6,27.9,73.0,77.578,80.636,1.916,0.0,0.0,41.166,75.0,73.3,1.127,1.141,30.211,2015
40,Purdue,112.5,98.8,0.817,1–2,1,3,42.3,46.2,30.2,29.7,16.7,8.4,37.2,30.6,57.2,42.2,40.8,28.3,40.4,8.8,10.1,61.9,47.1,35.5,27.3,60.2,78.128,81.571,1.2,-0.5,-0.6,63.657,72.5,72.5,1.004,1.093,46.537,2015
41,Cincinnati,104.5,92.0,0.812,1–2,1,3,41.8,42.3,26.9,27.6,18.4,11.9,36.2,35.0,59.1,40.4,43.6,31.4,26.8,13.6,8.8,31.8,52.2,20.5,39.2,60.2,77.594,80.399,1.474,0.4,0.3,58.388,60.9,66.0,0.925,1.006,48.462,2015
42,UC Irvine,106.6,94.3,0.804,3–1,3,4,49.3,40.3,36.8,22.6,16.5,13.7,32.1,33.3,60.2,49.3,41.5,32.8,25.0,9.9,5.4,57.4,50.6,30.2,29.6,59.3,77.482,82.274,2.025,-0.2,-0.25,7.799,61.5,65.5,1.036,0.935,24.978,2015
43,Harvard,112.0,99.2,0.802,1–1,1,2,45.5,52.2,35.6,33.7,12.6,22.5,30.8,40.7,55.5,41.9,48.6,37.0,44.4,5.4,5.4,43.9,52.3,26.7,19.6,54.3,76.977,79.88,2.196,-0.3,-0.25,32.039,72.2,71.0,1.064,1.064,42.575,2015
44,UAB,106.1,94.5,0.791,4–1,4,5,49.7,47.5,25.9,21.8,18.0,16.5,31.6,28.0,64.0,46.8,48.8,36.7,29.7,10.1,12.8,65.3,50.0,34.3,30.5,62.4,76.763,80.469,0.971,0.8,0.836,31.578,66.2,64.6,1.015,0.991,25.263,2015
45,Valparaiso,104.8,93.4,0.79,2–1,2,3,44.2,43.4,37.7,37.5,14.4,17.2,29.2,28.4,58.0,38.0,43.0,35.5,29.4,15.1,10.9,52.6,52.7,40.3,35.4,59.1,77.671,81.021,1.324,-0.6,-0.25,14.341,69.0,72.2,1.011,0.942,23.262,2015
46,Georgia,105.6,94.2,0.788,1–2,1,3,41.6,45.3,50.3,31.8,16.2,15.2,32.1,28.2,63.6,38.8,42.0,33.3,35.3,9.2,6.0,51.7,50.0,25.2,30.0,62.5,76.934,79.985,1.866,-0.4,-0.621,57.857,73.1,70.4,0.975,1.006,42.741,2015
47,LSU,100.9,90.6,0.775,0–2,0,2,43.4,44.7,58.4,35.0,17.7,16.3,36.0,28.8,66.4,38.3,44.6,37.5,30.0,16.9,4.9,58.1,46.9,28.3,32.5,65.0,77.616,80.783,1.072,-0.6,-0.6,58.994,56.1,67.4,0.958,0.987,26.49,2015
48,Boise St.,107.7,97.5,0.759,1–2,1,3,51.2,55.8,28.4,42.3,18.2,22.4,30.1,18.7,61.4,47.1,58.6,37.3,34.0,5.7,3.4,46.4,57.4,46.3,36.5,65.0,77.255,80.473,1.975,0.0,0.0,4.95,76.1,72.4,1.046,1.015,22.34,2015
49,West Virginia,105.7,95.7,0.758,2–2,2,4,43.8,54.0,38.4,55.6,18.9,23.2,31.8,32.1,64.8,42.3,55.3,31.1,34.4,6.5,13.4,57.8,52.2,34.3,34.2,65.1,76.541,80.267,1.361,0.9,0.886,49.102,68.7,74.0,0.95,1.077,52.162,2015
50,Northeastern,111.1,100.6,0.758,3–1,3,4,59.6,52.8,30.5,23.4,22.3,15.2,30.9,22.2,62.7,53.2,49.7,50.0,40.7,8.4,5.8,58.3,56.4,29.4,27.6,62.1,77.753,79.737,1.913,-0.1,-0.164,9.221,78.3,78.0,1.125,1.057,22.778,2015
51,Wyoming,107.7,97.7,0.754,3–1,3,4,51.6,48.5,31.6,26.8,18.6,15.6,19.4,29.5,57.2,49.1,42.0,36.8,38.4,5.9,7.9,57.1,47.0,40.0,42.0,60.1,76.897,80.105,2.321,-0.2,-0.514,11.536,68.3,83.6,1.001,1.035,35.996,2015
52,Buffalo,108.4,98.7,0.746,2–1,2,3,48.8,50.6,53.0,42.4,16.7,17.7,33.6,22.4,68.0,47.0,55.6,35.3,29.4,12.2,5.2,45.8,48.6,30.7,43.0,67.3,76.908,79.727,1.737,-0.6,-0.514,15.051,64.8,76.1,1.074,1.035,26.59,2015
53,Wofford,108.1,98.7,0.74,3–1,3,4,50.5,46.3,47.4,24.3,16.0,15.6,32.0,28.0,59.5,49.2,44.4,35.1,34.6,9.9,11.7,42.4,35.6,38.1,24.3,58.3,75.659,78.683,1.986,-0.4,-0.514,1.842,72.8,67.3,1.106,0.98,13.723,2015
54,Coastal Carolina,108.3,99.5,0.726,3–1,3,4,53.7,48.5,33.3,38.3,16.6,15.8,29.8,27.5,67.8,49.7,50.0,42.0,30.8,10.3,2.5,48.1,39.6,30.3,40.1,67.3,75.743,78.533,1.931,-0.1,-0.007,0.439,72.4,72.4,1.106,1.043,23.838,2015
55,North Dakota St.,98.4,90.7,0.719,3–1,3,4,51.3,43.2,43.1,41.5,15.9,12.8,18.3,19.7,64.3,52.3,47.3,32.8,22.7,11.6,6.2,30.0,46.4,34.0,31.1,65.7,76.631,78.414,1.33,-0.1,-0.064,4.013,61.2,73.9,0.988,0.965,24.723,2015
56,Oklahoma St.,101.9,94.2,0.712,0–2,0,2,45.7,50.5,24.3,35.8,17.2,13.5,24.0,19.7,66.8,50.8,46.8,26.0,40.0,11.4,12.3,43.5,36.7,43.5,27.5,64.5,75.596,79.911,1.99,-0.6,-0.6,49.866,60.7,84.6,0.914,1.071,46.106,2015
57,Manhattan,98.8,91.6,0.705,3–1,3,4,46.9,44.1,44.8,49.8,20.2,19.5,31.9,23.8,70.5,45.4,46.8,32.9,24.6,7.1,9.2,61.5,55.8,36.8,27.0,68.7,77.275,80.42,1.991,0.0,0.0,12.059,73.0,60.0,1.001,0.884,7.854,2015
58,New Mexico St.,110.0,104.4,0.646,2–1,2,3,49.0,49.0,45.6,36.7,18.4,21.1,35.1,33.0,59.9,44.9,44.0,40.0,45.2,9.5,4.7,59.4,70.8,27.2,21.1,61.2,77.231,81.063,1.627,-0.2,-0.064,9.776,73.1,83.3,1.073,1.051,22.43,2015
59,Eastern Washington,114.3,108.5,0.645,3–1,3,4,57.8,56.2,34.2,42.9,15.6,17.0,27.0,26.4,69.1,56.3,51.4,39.8,43.0,5.1,7.0,37.2,54.3,44.6,36.4,69.8,77.278,79.046,1.901,-0.2,-0.25,0.557,73.4,76.3,1.176,1.14,17.038,2015
60,Hampton,100.4,95.4,0.643,5–1,5,6,47.2,45.1,56.6,44.8,17.0,20.4,27.6,30.6,73.6,43.6,44.9,37.5,30.4,4.7,8.2,49.3,44.4,28.3,26.6,72.8,75.964,79.849,2.033,0.0,-0.007,8.221,69.8,63.2,1.028,0.929,18.953,2015
61,Mississippi,99.6,95.6,0.616,1–2,1,3,41.7,50.9,24.8,44.7,16.6,17.5,35.6,27.1,72.2,41.2,40.8,28.6,43.1,15.3,4.4,65.8,66.2,34.0,42.4,69.8,77.142,80.963,2.28,-0.5,-0.607,46.963,72.5,69.7,0.964,1.043,39.967,2015
62,Robert Morris,105.8,101.7,0.612,4–1,4,5,51.0,53.2,33.8,34.9,16.0,24.4,30.1,39.5,66.3,47.2,51.2,39.4,37.6,6.5,7.3,50.8,66.1,32.8,37.5,65.2,76.894,79.463,1.491,0.0,-0.007,0.888,69.1,63.8,1.086,1.044,21.912,2015
63,North Florida,100.5,98.0,0.572,3–1,3,4,53.0,44.0,42.3,36.1,20.3,14.5,29.4,27.6,69.0,52.9,46.6,35.4,24.6,8.5,6.7,54.6,28.6,44.7,27.0,67.8,77.605,80.53,1.795,0.0,0.0,11.873,70.3,57.5,1.059,0.95,3.824,2015
64,Albany,105.8,103.2,0.571,3–1,3,4,46.8,51.0,29.4,21.9,15.4,17.9,34.8,25.6,60.1,45.5,47.1,32.9,37.4,8.4,10.3,43.3,38.9,33.5,43.3,59.3,76.71,79.161,1.654,-0.2,-0.164,0.2,78.1,63.0,1.057,1.012,17.472,2015
65,Lafayette,117.7,116.4,0.532,3–1,3,4,62.9,57.0,22.2,27.6,17.4,14.1,24.7,33.6,60.2,60.0,51.1,44.9,45.0,7.8,5.8,58.9,50.9,39.4,36.2,62.3,75.957,79.637,2.091,0.0,-0.007,0.994,84.1,68.9,1.187,1.22,23.257,2015
66,Texas Southern,109.9,111.6,0.456,3–1,3,4,51.8,52.5,52.0,30.8,15.7,17.5,34.1,28.9,70.2,47.8,53.8,44.7,32.8,6.9,10.0,43.0,35.1,20.7,27.0,68.1,75.808,79.034,2.325,0.0,-0.064,5.896,71.2,72.6,1.136,1.075,20.657,2015
67,Davidson,109.6,114.9,0.368,1–2,1,3,45.3,56.9,26.9,27.2,12.7,16.3,27.6,40.4,65.6,45.2,54.6,30.3,41.0,7.6,10.8,62.3,52.2,48.9,33.9,65.0,75.898,79.303,1.323,-0.5,-0.621,6.209,55.1,75.5,0.976,1.23,35.528,2015
68,St. John's,99.7,105.5,0.343,0–2,0,2,42.3,50.0,29.1,47.0,16.8,20.5,25.6,39.2,68.5,45.6,43.2,23.7,44.1,7.4,8.9,28.9,54.0,32.5,29.6,70.1,76.84,79.115,2.382,-0.5,-0.6,73.416,64.7,64.8,0.884,1.096,34.351,2015
